sample_id,training_scope,research_only,no_bet_instruction,label_source,line_source,season,season_type,player_id,player_name,team,opponent,game_id,game_date,home_away,stat,side,line,actual_value,target_hit,source_verified,created_at
PUBLIC-OUTCOME-1630162-0042300233-fantasy_score-45_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300233,2024-05-10,home,fantasy_score,more,45.5,31.7000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-points-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,points,more,4.5,44.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-points-7_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,points,more,7.5,44.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-points-9_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,points,more,9.5,44.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-points-14_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,points,more,14.5,44.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-points-19_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,points,more,19.5,44.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-points-24_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,points,more,24.5,44.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-points-29_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,points,more,29.5,44.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-rebounds-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,rebounds,more,3.5,5.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-rebounds-5_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,rebounds,more,5.5,5.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-rebounds-7_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,rebounds,more,7.5,5.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-rebounds-9_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,rebounds,more,9.5,5.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-rebounds-11_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,rebounds,more,11.5,5.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-assists-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,assists,more,2.5,5.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-assists-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,assists,more,4.5,5.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-assists-6_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,assists,more,6.5,5.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-assists-8_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,assists,more,8.5,5.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-assists-10_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,assists,more,10.5,5.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-pra-14_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,pra,more,14.5,54.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-pra-19_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,pra,more,19.5,54.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-pra-24_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,pra,more,24.5,54.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-pra-29_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,pra,more,29.5,54.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-pra-34_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,pra,more,34.5,54.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-pra-39_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,pra,more,39.5,54.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-pr-12_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,pr,more,12.5,49.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-pr-17_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,pr,more,17.5,49.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-pr-22_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,pr,more,22.5,49.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-pr-27_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,pr,more,27.5,49.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-pr-32_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,pr,more,32.5,49.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-ra-7_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,ra,more,7.5,10.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-ra-11_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,ra,more,11.5,10.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-ra-15_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,ra,more,15.5,10.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-ra-19_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,ra,more,19.5,10.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-ra-23_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,ra,more,23.5,10.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-pa-11_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,pa,more,11.5,49.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-pa-16_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,pa,more,16.5,49.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-pa-21_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,pa,more,21.5,49.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-pa-26_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,pa,more,26.5,49.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-pa-31_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,pa,more,31.5,49.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-field_goals_made-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,field_goals_made,more,1.5,16.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-field_goals_made-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,field_goals_made,more,2.5,16.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-field_goals_made-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,field_goals_made,more,4.5,16.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-field_goals_made-6_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,field_goals_made,more,6.5,16.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-field_goals_made-8_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,field_goals_made,more,8.5,16.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-field_goals_made-10_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,field_goals_made,more,10.5,16.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-field_goals_attempted-5_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,field_goals_attempted,more,5.5,25.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-field_goals_attempted-8_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,field_goals_attempted,more,8.5,25.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-field_goals_attempted-11_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,field_goals_attempted,more,11.5,25.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-field_goals_attempted-14_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,field_goals_attempted,more,14.5,25.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-field_goals_attempted-17_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,field_goals_attempted,more,17.5,25.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-field_goals_attempted-20_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,field_goals_attempted,more,20.5,25.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-three_pointers_made-0_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,three_pointers_made,more,0.5,5.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-three_pointers_made-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,three_pointers_made,more,1.5,5.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-three_pointers_made-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,three_pointers_made,more,2.5,5.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-three_pointers_made-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,three_pointers_made,more,3.5,5.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-three_pointers_made-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,three_pointers_made,more,4.5,5.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-three_pointers_attempted-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,three_pointers_attempted,more,1.5,8.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-three_pointers_attempted-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,three_pointers_attempted,more,3.5,8.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-three_pointers_attempted-5_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,three_pointers_attempted,more,5.5,8.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-three_pointers_attempted-7_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,three_pointers_attempted,more,7.5,8.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-three_pointers_attempted-9_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,three_pointers_attempted,more,9.5,8.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-two_pointers_made-0_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,two_pointers_made,more,0.5,11.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-two_pointers_made-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,two_pointers_made,more,1.5,11.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-two_pointers_made-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,two_pointers_made,more,2.5,11.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-two_pointers_made-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,two_pointers_made,more,3.5,11.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-two_pointers_made-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,two_pointers_made,more,4.5,11.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-two_pointers_made-6_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,two_pointers_made,more,6.5,11.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-two_pointers_attempted-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,two_pointers_attempted,more,1.5,17.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-two_pointers_attempted-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,two_pointers_attempted,more,3.5,17.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-two_pointers_attempted-5_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,two_pointers_attempted,more,5.5,17.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-two_pointers_attempted-7_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,two_pointers_attempted,more,7.5,17.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-two_pointers_attempted-9_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,two_pointers_attempted,more,9.5,17.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-two_pointers_attempted-11_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,two_pointers_attempted,more,11.5,17.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-two_pointers_attempted-13_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,two_pointers_attempted,more,13.5,17.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-free_throws_made-0_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,free_throws_made,more,0.5,7.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-free_throws_made-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,free_throws_made,more,2.5,7.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-free_throws_made-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,free_throws_made,more,4.5,7.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-free_throws_made-6_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,free_throws_made,more,6.5,7.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-free_throws_made-8_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,free_throws_made,more,8.5,7.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-free_throws_attempted-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,free_throws_attempted,more,1.5,8.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-free_throws_attempted-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,free_throws_attempted,more,3.5,8.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-free_throws_attempted-5_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,free_throws_attempted,more,5.5,8.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-free_throws_attempted-7_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,free_throws_attempted,more,7.5,8.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-free_throws_attempted-9_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,free_throws_attempted,more,9.5,8.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-turnovers-0_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,turnovers,more,0.5,3.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-turnovers-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,turnovers,more,1.5,3.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-turnovers-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,turnovers,more,2.5,3.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-turnovers-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,turnovers,more,3.5,3.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-turnovers-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,turnovers,more,4.5,3.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-personal_fouls-0_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,personal_fouls,more,0.5,2.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-personal_fouls-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,personal_fouls,more,1.5,2.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-personal_fouls-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,personal_fouls,more,2.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-personal_fouls-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,personal_fouls,more,3.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-personal_fouls-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,personal_fouls,more,4.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-steals-0_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,steals,more,0.5,2.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-steals-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,steals,more,1.5,2.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300234-steals-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300234,2024-05-12,home,steals,more,2.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
