sample_id,training_scope,research_only,no_bet_instruction,label_source,line_source,season,season_type,player_id,player_name,team,opponent,game_id,game_date,home_away,stat,side,line,actual_value,target_hit,source_verified,created_at
PUBLIC-OUTCOME-1630162-0042300236-turnovers-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,turnovers,more,4.5,1.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-personal_fouls-0_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,personal_fouls,more,0.5,2.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-personal_fouls-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,personal_fouls,more,1.5,2.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-personal_fouls-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,personal_fouls,more,2.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-personal_fouls-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,personal_fouls,more,3.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-personal_fouls-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,personal_fouls,more,4.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-steals-0_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,steals,more,0.5,3.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-steals-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,steals,more,1.5,3.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-steals-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,steals,more,2.5,3.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-steals-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,steals,more,3.5,3.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-blocks-0_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,blocks,more,0.5,0.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-blocks-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,blocks,more,1.5,0.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-blocks-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,blocks,more,2.5,0.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-blocks-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,blocks,more,3.5,0.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-fantasy_score-15_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,fantasy_score,more,15.5,45.8000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-fantasy_score-20_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,fantasy_score,more,20.5,45.8000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-fantasy_score-25_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,fantasy_score,more,25.5,45.8000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-fantasy_score-30_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,fantasy_score,more,30.5,45.8000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-fantasy_score-35_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,fantasy_score,more,35.5,45.8000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-fantasy_score-40_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,fantasy_score,more,40.5,45.8000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300236-fantasy_score-45_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300236,2024-05-16,home,fantasy_score,more,45.5,45.8000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-points-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,points,more,4.5,16.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-points-7_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,points,more,7.5,16.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-points-9_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,points,more,9.5,16.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-points-14_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,points,more,14.5,16.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-points-19_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,points,more,19.5,16.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-points-24_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,points,more,24.5,16.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-points-29_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,points,more,29.5,16.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-rebounds-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,rebounds,more,3.5,8.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-rebounds-5_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,rebounds,more,5.5,8.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-rebounds-7_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,rebounds,more,7.5,8.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-rebounds-9_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,rebounds,more,9.5,8.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-rebounds-11_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,rebounds,more,11.5,8.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-assists-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,assists,more,2.5,7.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-assists-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,assists,more,4.5,7.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-assists-6_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,assists,more,6.5,7.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-assists-8_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,assists,more,8.5,7.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-assists-10_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,assists,more,10.5,7.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-pra-14_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,pra,more,14.5,31.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-pra-19_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,pra,more,19.5,31.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-pra-24_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,pra,more,24.5,31.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-pra-29_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,pra,more,29.5,31.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-pra-34_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,pra,more,34.5,31.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-pra-39_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,pra,more,39.5,31.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-pr-12_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,pr,more,12.5,24.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-pr-17_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,pr,more,17.5,24.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-pr-22_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,pr,more,22.5,24.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-pr-27_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,pr,more,27.5,24.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-pr-32_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,pr,more,32.5,24.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-ra-7_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,ra,more,7.5,15.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-ra-11_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,ra,more,11.5,15.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-ra-15_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,ra,more,15.5,15.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-ra-19_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,ra,more,19.5,15.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-ra-23_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,ra,more,23.5,15.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-pa-11_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,pa,more,11.5,23.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-pa-16_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,pa,more,16.5,23.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-pa-21_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,pa,more,21.5,23.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-pa-26_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,pa,more,26.5,23.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-pa-31_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,pa,more,31.5,23.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-field_goals_made-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,field_goals_made,more,1.5,6.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-field_goals_made-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,field_goals_made,more,2.5,6.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-field_goals_made-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,field_goals_made,more,4.5,6.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-field_goals_made-6_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,field_goals_made,more,6.5,6.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-field_goals_made-8_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,field_goals_made,more,8.5,6.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-field_goals_made-10_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,field_goals_made,more,10.5,6.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-field_goals_attempted-5_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,field_goals_attempted,more,5.5,24.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-field_goals_attempted-8_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,field_goals_attempted,more,8.5,24.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-field_goals_attempted-11_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,field_goals_attempted,more,11.5,24.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-field_goals_attempted-14_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,field_goals_attempted,more,14.5,24.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-field_goals_attempted-17_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,field_goals_attempted,more,17.5,24.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-field_goals_attempted-20_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,field_goals_attempted,more,20.5,24.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-three_pointers_made-0_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,three_pointers_made,more,0.5,2.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-three_pointers_made-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,three_pointers_made,more,1.5,2.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-three_pointers_made-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,three_pointers_made,more,2.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-three_pointers_made-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,three_pointers_made,more,3.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-three_pointers_made-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,three_pointers_made,more,4.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-three_pointers_attempted-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,three_pointers_attempted,more,1.5,10.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-three_pointers_attempted-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,three_pointers_attempted,more,3.5,10.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-three_pointers_attempted-5_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,three_pointers_attempted,more,5.5,10.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-three_pointers_attempted-7_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,three_pointers_attempted,more,7.5,10.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-three_pointers_attempted-9_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,three_pointers_attempted,more,9.5,10.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-two_pointers_made-0_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,two_pointers_made,more,0.5,4.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-two_pointers_made-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,two_pointers_made,more,1.5,4.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-two_pointers_made-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,two_pointers_made,more,2.5,4.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-two_pointers_made-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,two_pointers_made,more,3.5,4.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-two_pointers_made-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,two_pointers_made,more,4.5,4.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-two_pointers_made-6_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,two_pointers_made,more,6.5,4.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-two_pointers_attempted-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,two_pointers_attempted,more,1.5,14.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-two_pointers_attempted-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,two_pointers_attempted,more,3.5,14.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-two_pointers_attempted-5_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,two_pointers_attempted,more,5.5,14.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-two_pointers_attempted-7_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,two_pointers_attempted,more,7.5,14.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-two_pointers_attempted-9_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,two_pointers_attempted,more,9.5,14.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-two_pointers_attempted-11_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,two_pointers_attempted,more,11.5,14.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-two_pointers_attempted-13_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,two_pointers_attempted,more,13.5,14.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-free_throws_made-0_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,free_throws_made,more,0.5,2.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-free_throws_made-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,free_throws_made,more,2.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300237-free_throws_made-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DEN,0042300237,2024-05-19,away,free_throws_made,more,4.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
